event;start_time;completion_time;source_pc<incoming>;source_pc<outgoing>;source_c<incoming>;source_c<outgoing>;source_gc<incoming>;source_gc<outgoing>;s1<incoming>;s1<outgoing>;s2<incoming>;s2<outgoing>;s3<incoming>;s3<outgoing>;d1<incoming>;d1<outgoing>;d2<incoming>;d2<outgoing>;d3<incoming>;d3<outgoing>;truck<incoming>;truck<outgoing>;turn<incoming>;turn<outgoing>;demand<incoming>;demand<outgoing>;order phone case_busy<incoming>;order phone case_busy<outgoing>;order chip_busy<incoming>;order chip_busy<outgoing>;order game case_busy<incoming>;order game case_busy<outgoing>
_demand_generator;203.0;204.0;;;;;;;;;;;;;;;;;;;;;demand;demand;[ffil game NL@202, ffil game NL@202, ffil game NL@202, ffil game NL@202];[ffil phone DE@203, ffil phone DE@203];;;;;;
prod game;203.12;205.12;;;;;;;;;{'action': 'source chip'};;{'action': 'source game case'};;;;;ffil game NL;;;;;;;;;;;;;;
order chip<task:start>;203.12;203.12;;;{'action': 'source chip'};;;;;;;;;;;;;;;;;;;;;;;;;{'action': 'source chip'};;
order chip<task:complete>;203.12;204.75;;;;{'action': 'source chip'};;;;;;{'action': 'source chip'};;;;;;;;;;;;;;;;;{'action': 'source chip'};;;
order game case<task:start>;203.12;203.12;;;;;{'action': 'source game case'};;;;;;;;;;;;;;;;;;;;;;;;;{'action': 'source game case'}
order game case<task:complete>;203.12;204.23;;;;;;{'action': 'source game case'};;;;;;{'action': 'source game case'};;;;;;;;;;;;;;;;;{'action': 'source game case'};
_demand_generator;204.0;205.0;;;;;;;;;;;;;;;;;;;;;demand;demand;[ffil phone DE@203, ffil phone DE@203];[ffil phone DE@204, ffil phone DE@204, ffil phone DE@204];;;;;;
prod game;204.75;206.75;;;;;;;;;{'action': 'source chip'};;{'action': 'source game case'};;;;;ffil game NL;;;;;;;;;;;;;;
order chip<task:start>;204.75;204.75;;;{'action': 'source chip'};;;;;;;;;;;;;;;;;;;;;;;;;{'action': 'source chip'};;
order game case<task:start>;204.75;204.75;;;;;{'action': 'source game case'};;;;;;;;;;;;;;;;;;;;;;;;;{'action': 'source game case'}
order game case<task:complete>;204.75;206.54;;;;;;{'action': 'source game case'};;;;;;{'action': 'source game case'};;;;;;;;;;;;;;;;;{'action': 'source game case'};
order chip<task:complete>;204.75;209.33;;;;{'action': 'source chip'};;;;;;{'action': 'source chip'};;;;;;;;;;;;;;;;;{'action': 'source chip'};;;
_demand_generator;205.0;206.0;;;;;;;;;;;;;;;;;;;;;demand;demand;[ffil phone DE@204, ffil phone DE@204, ffil phone DE@204];[ffil phone DE@205, ffil phone DE@205, ffil phone DE@205, ffil phone DE@205, ffil phone DE@205];;;;;;
order phone case<task:start>;205.15;205.15;{'action': 'source phone case', 'priority': 0};;;;;;;;;;;;;;;;;;;;;;;;;{'action': 'source phone case', 'priority': 0};;;;
order phone case<task:complete>;205.15;209.01;;{'action': 'source phone case', 'priority': 0};;;;;;{'action': 'source phone case', 'priority': 0};;;;;;;;;;;;;;;;;{'action': 'source phone case', 'priority': 0};;;;;
_demand_generator;206.0;207.0;;;;;;;;;;;;;;;;;;;;;demand;demand;[ffil phone DE@205, ffil phone DE@205, ffil phone DE@205, ffil phone DE@205, ffil phone DE@205];[ffil phone DE@206, ffil phone DE@206, ffil phone DE@206, ffil phone DE@206, ffil phone DE@206, ffil phone DE@206];;;;;;
_demand_generator;207.0;208.0;;;;;;;;;;;;;;;;;;;;;demand;demand;[ffil phone DE@206, ffil phone DE@206, ffil phone DE@206, ffil phone DE@206, ffil phone DE@206, ffil phone DE@206];[ffil phone DE@207, ffil phone DE@207, ffil phone DE@207, ffil phone DE@207, ffil phone DE@207, ffil phone DE@207];;;;;;
_demand_generator;208.0;209.0;;;;;;;;;;;;;;;;;;;;;demand;demand;[ffil phone DE@207, ffil phone DE@207, ffil phone DE@207, ffil phone DE@207, ffil phone DE@207, ffil phone DE@207];[ffil phone DE@208, ffil phone DE@208];;;;;;
_demand_generator;209.0;210.0;;;;;;;;;;;;;;;;;;;;;demand;demand;[ffil phone DE@208, ffil phone DE@208];[ffil game NL@209, ffil game NL@209];;;;;;
ffill 2;209.0;209.0;;;;;;;;;;;;;;;ffil game NL;;;;;;;;ffil game NL;;;;;;;
ffill 2;209.0;209.0;;;;;;;;;;;;;;;ffil game NL;;;;;;;;ffil game NL;;;;;;;
order phone case<task:start>;209.01;209.01;{'action': 'source phone case', 'priority': 0};;;;;;;;;;;;;;;;;;;;;;;;;{'action': 'source phone case', 'priority': 0};;;;
order phone case<task:complete>;209.01;209.89;;{'action': 'source phone case', 'priority': 0};;;;;;{'action': 'source phone case', 'priority': 0};;;;;;;;;;;;;;;;;{'action': 'source phone case', 'priority': 0};;;;;
prod game;209.33;211.33;;;;;;;;;{'action': 'source chip'};;{'action': 'source game case'};;;;;ffil game NL;;;;;;;;;;;;;;
order chip<task:start>;209.33;209.33;;;{'action': 'source chip'};;;;;;;;;;;;;;;;;;;;;;;;;{'action': 'source chip'};;
order chip<task:complete>;209.33;216.85;;;;{'action': 'source chip'};;;;;;{'action': 'source chip'};;;;;;;;;;;;;;;;;{'action': 'source chip'};;;
order game case<task:start>;209.33;209.33;;;;;{'action': 'source game case'};;;;;;;;;;;;;;;;;;;;;;;;;{'action': 'source game case'}
order game case<task:complete>;209.33;212.71;;;;;;{'action': 'source game case'};;;;;;{'action': 'source game case'};;;;;;;;;;;;;;;;;{'action': 'source game case'};
order phone case<task:start>;209.89;209.89;{'action': 'source phone case', 'priority': 0};;;;;;;;;;;;;;;;;;;;;;;;;{'action': 'source phone case', 'priority': 0};;;;
order phone case<task:complete>;209.89;210.88;;{'action': 'source phone case', 'priority': 0};;;;;;{'action': 'source phone case', 'priority': 0};;;;;;;;;;;;;;;;;{'action': 'source phone case', 'priority': 0};;;;;
_demand_generator;210.0;211.0;;;;;;;;;;;;;;;;;;;;;demand;demand;[];[ffil phone DE@210];;;;;;
order phone case<task:start>;210.88;210.88;{'action': 'source phone case', 'priority': 0};;;;;;;;;;;;;;;;;;;;;;;;;{'action': 'source phone case', 'priority': 0};;;;
order phone case<task:complete>;210.88;212.27;;{'action': 'source phone case', 'priority': 0};;;;;;{'action': 'source phone case', 'priority': 0};;;;;;;;;;;;;;;;;{'action': 'source phone case', 'priority': 0};;;;;
_demand_generator;211.0;212.0;;;;;;;;;;;;;;;;;;;;;demand;demand;[ffil phone DE@210];[ffil game NL@211, ffil game NL@211, ffil game NL@211];;;;;;
ffill 2;211.0;211.0;;;;;;;;;;;;;;;ffil game NL;;;;;;;;ffil game NL;;;;;;;
ffill 2;211.33;211.33;;;;;;;;;;;;;;;ffil game NL;;;;;;;;ffil game NL;;;;;;;
_demand_generator;212.0;213.0;;;;;;;;;;;;;;;;;;;;;demand;demand;[ffil game NL@211];[ffil phone DE@212, ffil phone DE@212];;;;;;
order phone case<task:start>;212.27;212.27;{'action': 'source phone case', 'priority': 0};;;;;;;;;;;;;;;;;;;;;;;;;{'action': 'source phone case', 'priority': 0};;;;
order phone case<task:complete>;212.27;216.57;;{'action': 'source phone case', 'priority': 1};;;;;;{'action': 'source phone case', 'priority': 0};;;;;;;;;;;;;;;;;{'action': 'source phone case', 'priority': 0};;;;;
_demand_generator;213.0;214.0;;;;;;;;;;;;;;;;;;;;;demand;demand;[ffil phone DE@212, ffil phone DE@212];[ffil game NL@213, ffil game NL@213, ffil game NL@213];;;;;;
_demand_generator;214.0;215.0;;;;;;;;;;;;;;;;;;;;;demand;demand;[ffil game NL@213, ffil game NL@213, ffil game NL@213];[ffil phone NL@214, ffil phone NL@214, ffil phone NL@214, ffil phone NL@214, ffil phone NL@214];;;;;;
ffill 1;214.0;214.0;;;;;;;;;;;;;ffil phone NL;;;;;;;;;;ffil phone NL;;;;;;;
ffill 1;214.0;214.0;;;;;;;;;;;;;ffil phone NL;;;;;;;;;;ffil phone NL;;;;;;;
ffill 1;214.0;214.0;;;;;;;;;;;;;ffil phone NL;;;;;;;;;;ffil phone NL;;;;;;;
_demand_generator;215.0;216.0;;;;;;;;;;;;;;;;;;;;;demand;demand;[ffil phone NL@214, ffil phone NL@214];[ffil phone NL@215, ffil phone NL@215, ffil phone NL@215, ffil phone NL@215, ffil phone NL@215, ffil phone NL@215];;;;;;
_demand_generator;216.0;217.0;;;;;;;;;;;;;;;;;;;;;demand;demand;[ffil phone NL@215, ffil phone NL@215, ffil phone NL@215, ffil phone NL@215, ffil phone NL@215, ffil phone NL@215];[ffil game NL@216, ffil game NL@216, ffil game NL@216, ffil game NL@216];;;;;;
order phone case<task:start>;216.57;216.57;{'action': 'source phone case', 'priority': 1};;;;;;;;;;;;;;;;;;;;;;;;;{'action': 'source phone case', 'priority': 1};;;;
order phone case<task:complete>;216.57;216.82;;{'action': 'source phone case', 'priority': 0};;;;;;{'action': 'source phone case', 'priority': 1};;;;;;;;;;;;;;;;;{'action': 'source phone case', 'priority': 1};;;;;
order phone case<task:start>;216.82;216.82;{'action': 'source phone case', 'priority': 0};;;;;;;;;;;;;;;;;;;;;;;;;{'action': 'source phone case', 'priority': 0};;;;
order phone case<task:complete>;216.82;217.39;;{'action': 'source phone case', 'priority': 0};;;;;;{'action': 'source phone case', 'priority': 0};;;;;;;;;;;;;;;;;{'action': 'source phone case', 'priority': 0};;;;;
prod game;216.85;218.85;;;;;;;;;{'action': 'source chip'};;{'action': 'source game case'};;;;;ffil game NL;;;;;;;;;;;;;;
order game case<task:start>;216.85;216.85;;;;;{'action': 'source game case'};;;;;;;;;;;;;;;;;;;;;;;;;{'action': 'source game case'}
order chip<task:start>;216.85;216.85;;;{'action': 'source chip'};;;;;;;;;;;;;;;;;;;;;;;;;{'action': 'source chip'};;
order game case<task:complete>;216.85;216.95;;;;;;{'action': 'source game case'};;;;;;{'action': 'source game case'};;;;;;;;;;;;;;;;;{'action': 'source game case'};
order chip<task:complete>;216.85;217.31;;;;{'action': 'source chip'};;;;;;{'action': 'source chip'};;;;;;;;;;;;;;;;;{'action': 'source chip'};;;
_demand_generator;217.0;218.0;;;;;;;;;;;;;;;;;;;;;demand;demand;[ffil game NL@216, ffil game NL@216, ffil game NL@216, ffil game NL@216];[ffil phone DE@217, ffil phone DE@217, ffil phone DE@217, ffil phone DE@217];;;;;;
order chip<task:start>;217.31;217.31;;;{'action': 'source chip'};;;;;;;;;;;;;;;;;;;;;;;;;{'action': 'source chip'};;
order chip<task:complete>;217.31;218.49;;;;{'action': 'source chip'};;;;;;{'action': 'source chip'};;;;;;;;;;;;;;;;;{'action': 'source chip'};;;
prod phone;217.31;219.31;;;;;;;{'action': 'source phone case', 'priority': 1};;{'action': 'source chip'};;;;;ffil phone NL;;;;;;;;;;;;;;;;
order phone case<task:start>;217.39;217.39;{'action': 'source phone case', 'priority': 0};;;;;;;;;;;;;;;;;;;;;;;;;{'action': 'source phone case', 'priority': 0};;;;
order phone case<task:complete>;217.39;218.2;;{'action': 'source phone case', 'priority': 0};;;;;;{'action': 'source phone case', 'priority': 0};;;;;;;;;;;;;;;;;{'action': 'source phone case', 'priority': 0};;;;;
_demand_generator;218.0;219.0;;;;;;;;;;;;;;;;;;;;;demand;demand;[ffil phone DE@217, ffil phone DE@217, ffil phone DE@217, ffil phone DE@217];[ffil phone DE@218, ffil phone DE@218, ffil phone DE@218, ffil phone DE@218, ffil phone DE@218, ffil phone DE@218];;;;;;
order phone case<task:start>;218.2;218.2;{'action': 'source phone case', 'priority': 0};;;;;;;;;;;;;;;;;;;;;;;;;{'action': 'source phone case', 'priority': 0};;;;
order phone case<task:complete>;218.2;218.99;;{'action': 'source phone case', 'priority': 1};;;;;;{'action': 'source phone case', 'priority': 0};;;;;;;;;;;;;;;;;{'action': 'source phone case', 'priority': 0};;;;;
prod game;218.49;220.49;;;;;;;;;{'action': 'source chip'};;{'action': 'source game case'};;;;;ffil game NL;;;;;;;;;;;;;;
order chip<task:start>;218.49;218.49;;;{'action': 'source chip'};;;;;;;;;;;;;;;;;;;;;;;;;{'action': 'source chip'};;
order chip<task:complete>;218.49;219.77;;;;{'action': 'source chip'};;;;;;{'action': 'source chip'};;;;;;;;;;;;;;;;;{'action': 'source chip'};;;
order game case<task:start>;218.49;218.49;;;;;{'action': 'source game case'};;;;;;;;;;;;;;;;;;;;;;;;;{'action': 'source game case'}
order game case<task:complete>;218.49;219.63;;;;;;{'action': 'source game case'};;;;;;{'action': 'source game case'};;;;;;;;;;;;;;;;;{'action': 'source game case'};
order phone case<task:start>;218.99;218.99;{'action': 'source phone case', 'priority': 1};;;;;;;;;;;;;;;;;;;;;;;;;{'action': 'source phone case', 'priority': 1};;;;
order phone case<task:complete>;218.99;221.23;;{'action': 'source phone case', 'priority': 0};;;;;;{'action': 'source phone case', 'priority': 1};;;;;;;;;;;;;;;;;{'action': 'source phone case', 'priority': 1};;;;;
_demand_generator;219.0;220.0;;;;;;;;;;;;;;;;;;;;;demand;demand;[ffil phone DE@218, ffil phone DE@218, ffil phone DE@218, ffil phone DE@218, ffil phone DE@218, ffil phone DE@218];[ffil phone DE@219, ffil phone DE@219, ffil phone DE@219, ffil phone DE@219, ffil phone DE@219, ffil phone DE@219];;;;;;
prod game;219.77;221.77;;;;;;;;;{'action': 'source chip'};;{'action': 'source game case'};;;;;ffil game NL;;;;;;;;;;;;;;
order chip<task:start>;219.77;219.77;;;{'action': 'source chip'};;;;;;;;;;;;;;;;;;;;;;;;;{'action': 'source chip'};;
order game case<task:start>;219.77;219.77;;;;;{'action': 'source game case'};;;;;;;;;;;;;;;;;;;;;;;;;{'action': 'source game case'}
order game case<task:complete>;219.77;220.61;;;;;;{'action': 'source game case'};;;;;;{'action': 'source game case'};;;;;;;;;;;;;;;;;{'action': 'source game case'};
order chip<task:complete>;219.77;222.96;;;;{'action': 'source chip'};;;;;;{'action': 'source chip'};;;;;;;;;;;;;;;;;{'action': 'source chip'};;;
_demand_generator;220.0;221.0;;;;;;;;;;;;;;;;;;;;;demand;demand;[ffil phone DE@219, ffil phone DE@219, ffil phone DE@219, ffil phone DE@219, ffil phone DE@219, ffil phone DE@219];[ffil game NL@220, ffil game NL@220, ffil game NL@220, ffil game NL@220];;;;;;
ffill 2;220.0;220.0;;;;;;;;;;;;;;;ffil game NL;;;;;;;;ffil game NL;;;;;;;
ffill 2;220.49;220.49;;;;;;;;;;;;;;;ffil game NL;;;;;;;;ffil game NL;;;;;;;
_demand_generator;221.0;222.0;;;;;;;;;;;;;;;;;;;;;demand;demand;[ffil game NL@220, ffil game NL@220];[ffil phone NL@221, ffil phone NL@221, ffil phone NL@221, ffil phone NL@221, ffil phone NL@221];;;;;;
ffill 1;221.0;221.0;;;;;;;;;;;;;ffil phone NL;;;;;;;;;;ffil phone NL;;;;;;;
order phone case<task:start>;221.23;221.23;{'action': 'source phone case', 'priority': 0};;;;;;;;;;;;;;;;;;;;;;;;;{'action': 'source phone case', 'priority': 0};;;;
order phone case<task:complete>;221.23;221.35;;{'action': 'source phone case', 'priority': 0};;;;;;{'action': 'source phone case', 'priority': 0};;;;;;;;;;;;;;;;;{'action': 'source phone case', 'priority': 0};;;;;
order phone case<task:start>;221.35;221.35;{'action': 'source phone case', 'priority': 0};;;;;;;;;;;;;;;;;;;;;;;;;{'action': 'source phone case', 'priority': 0};;;;
order phone case<task:complete>;221.35;222.18;;{'action': 'source phone case', 'priority': 0};;;;;;{'action': 'source phone case', 'priority': 0};;;;;;;;;;;;;;;;;{'action': 'source phone case', 'priority': 0};;;;;
_demand_generator;222.0;223.0;;;;;;;;;;;;;;;;;;;;;demand;demand;[ffil phone NL@221, ffil phone NL@221, ffil phone NL@221, ffil phone NL@221];[ffil game NL@222, ffil game NL@222, ffil game NL@222, ffil game NL@222, ffil game NL@222, ffil game NL@222];;;;;;
ffill 2;222.0;222.0;;;;;;;;;;;;;;;ffil game NL;;;;;;;;ffil game NL;;;;;;;
order phone case<task:start>;222.18;222.18;{'action': 'source phone case', 'priority': 0};;;;;;;;;;;;;;;;;;;;;;;;;{'action': 'source phone case', 'priority': 0};;;;
order phone case<task:complete>;222.18;224.45;;{'action': 'source phone case', 'priority': 1};;;;;;{'action': 'source phone case', 'priority': 0};;;;;;;;;;;;;;;;;{'action': 'source phone case', 'priority': 0};;;;;
prod game;222.96;224.96;;;;;;;;;{'action': 'source chip'};;{'action': 'source game case'};;;;;ffil game NL;;;;;;;;;;;;;;
order chip<task:start>;222.96;222.96;;;{'action': 'source chip'};;;;;;;;;;;;;;;;;;;;;;;;;{'action': 'source chip'};;
order chip<task:complete>;222.96;223.04;;;;{'action': 'source chip'};;;;;;{'action': 'source chip'};;;;;;;;;;;;;;;;;{'action': 'source chip'};;;
order game case<task:start>;222.96;222.96;;;;;{'action': 'source game case'};;;;;;;;;;;;;;;;;;;;;;;;;{'action': 'source game case'}
order game case<task:complete>;222.96;224.14;;;;;;{'action': 'source game case'};;;;;;{'action': 'source game case'};;;;;;;;;;;;;;;;;{'action': 'source game case'};
_demand_generator;223.0;224.0;;;;;;;;;;;;;;;;;;;;;demand;demand;[ffil game NL@222, ffil game NL@222, ffil game NL@222, ffil game NL@222, ffil game NL@222];[ffil phone DE@223, ffil phone DE@223, ffil phone DE@223, ffil phone DE@223];;;;;;
order chip<task:start>;223.04;223.04;;;{'action': 'source chip'};;;;;;;;;;;;;;;;;;;;;;;;;{'action': 'source chip'};;
order chip<task:complete>;223.04;223.17;;;;{'action': 'source chip'};;;;;;{'action': 'source chip'};;;;;;;;;;;;;;;;;{'action': 'source chip'};;;
prod game;223.04;225.04;;;;;;;;;{'action': 'source chip'};;{'action': 'source game case'};;;;;ffil game NL;;;;;;;;;;;;;;
prod phone;223.17;225.17;;;;;;;{'action': 'source phone case', 'priority': 1};;{'action': 'source chip'};;;;;ffil phone NL;;;;;;;;;;;;;;;;
order chip<task:start>;223.17;223.17;;;{'action': 'source chip'};;;;;;;;;;;;;;;;;;;;;;;;;{'action': 'source chip'};;
order chip<task:complete>;223.17;223.87;;;;{'action': 'source chip'};;;;;;{'action': 'source chip'};;;;;;;;;;;;;;;;;{'action': 'source chip'};;;
order chip<task:start>;223.87;223.87;;;{'action': 'source chip'};;;;;;;;;;;;;;;;;;;;;;;;;{'action': 'source chip'};;
order chip<task:complete>;223.87;223.92;;;;{'action': 'source chip'};;;;;;{'action': 'source chip'};;;;;;;;;;;;;;;;;{'action': 'source chip'};;;
prod game;223.87;225.87;;;;;;;;;{'action': 'source chip'};;{'action': 'source game case'};;;;;ffil game NL;;;;;;;;;;;;;;
order chip<task:start>;223.92;223.92;;;{'action': 'source chip'};;;;;;;;;;;;;;;;;;;;;;;;;{'action': 'source chip'};;
order chip<task:complete>;223.92;227.08;;;;{'action': 'source chip'};;;;;;{'action': 'source chip'};;;;;;;;;;;;;;;;;{'action': 'source chip'};;;
prod phone;223.92;225.92;;;;;;;{'action': 'source phone case', 'priority': 1};;{'action': 'source chip'};;;;;ffil phone NL;;;;;;;;;;;;;;;;
_demand_generator;224.0;225.0;;;;;;;;;;;;;;;;;;;;;demand;demand;[ffil phone DE@223, ffil phone DE@223, ffil phone DE@223, ffil phone DE@223];[ffil game NL@224];;;;;;
order game case<task:start>;224.14;224.14;;;;;{'action': 'source game case'};;;;;;;;;;;;;;;;;;;;;;;;;{'action': 'source game case'}
order game case<task:complete>;224.14;224.98;;;;;;{'action': 'source game case'};;;;;;{'action': 'source game case'};;;;;;;;;;;;;;;;;{'action': 'source game case'};
order phone case<task:start>;224.45;224.45;{'action': 'source phone case', 'priority': 1};;;;;;;;;;;;;;;;;;;;;;;;;{'action': 'source phone case', 'priority': 1};;;;
order phone case<task:complete>;224.45;227.45;;{'action': 'source phone case', 'priority': 0};;;;;;{'action': 'source phone case', 'priority': 1};;;;;;;;;;;;;;;;;{'action': 'source phone case', 'priority': 1};;;;;
ffill 2;224.96;224.96;;;;;;;;;;;;;;;ffil game NL;;;;;;;;ffil game NL;;;;;;;
order game case<task:start>;224.98;224.98;;;;;{'action': 'source game case'};;;;;;;;;;;;;;;;;;;;;;;;;{'action': 'source game case'}
order game case<task:complete>;224.98;226.13;;;;;;{'action': 'source game case'};;;;;;{'action': 'source game case'};;;;;;;;;;;;;;;;;{'action': 'source game case'};
_demand_generator;225.0;226.0;;;;;;;;;;;;;;;;;;;;;demand;demand;[];[ffil phone NL@225];;;;;;
ffill 1;225.17;225.17;;;;;;;;;;;;;ffil phone NL;;;;;;;;;;ffil phone NL;;;;;;;
_demand_generator;226.0;227.0;;;;;;;;;;;;;;;;;;;;;demand;demand;[];[ffil phone NL@226, ffil phone NL@226, ffil phone NL@226, ffil phone NL@226];;;;;;
ffill 1;226.0;226.0;;;;;;;;;;;;;ffil phone NL;;;;;;;;;;ffil phone NL;;;;;;;
_demand_generator;227.0;228.0;;;;;;;;;;;;;;;;;;;;;demand;demand;[ffil phone NL@226, ffil phone NL@226, ffil phone NL@226];[ffil game NL@227];;;;;;
ffill 2;227.0;227.0;;;;;;;;;;;;;;;ffil game NL;;;;;;;;ffil game NL;;;;;;;
order chip<task:start>;227.08;227.08;;;{'action': 'source chip'};;;;;;;;;;;;;;;;;;;;;;;;;{'action': 'source chip'};;
order chip<task:complete>;227.08;228.08;;;;{'action': 'source chip'};;;;;;{'action': 'source chip'};;;;;;;;;;;;;;;;;{'action': 'source chip'};;;
order phone case<task:start>;227.45;227.45;{'action': 'source phone case', 'priority': 0};;;;;;;;;;;;;;;;;;;;;;;;;{'action': 'source phone case', 'priority': 0};;;;
prod phone;227.45;229.45;;;;;;;{'action': 'source phone case', 'priority': 1};;{'action': 'source chip'};;;;;ffil phone NL;;;;;;;;;;;;;;;;
order phone case<task:complete>;227.45;227.81;;{'action': 'source phone case', 'priority': 0};;;;;;{'action': 'source phone case', 'priority': 0};;;;;;;;;;;;;;;;;{'action': 'source phone case', 'priority': 0};;;;;
order phone case<task:start>;227.81;227.81;{'action': 'source phone case', 'priority': 0};;;;;;;;;;;;;;;;;;;;;;;;;{'action': 'source phone case', 'priority': 0};;;;
order phone case<task:complete>;227.81;228.04;;{'action': 'source phone case', 'priority': 1};;;;;;{'action': 'source phone case', 'priority': 0};;;;;;;;;;;;;;;;;{'action': 'source phone case', 'priority': 0};;;;;
_demand_generator;228.0;229.0;;;;;;;;;;;;;;;;;;;;;demand;demand;[];[ffil phone DE@228, ffil phone DE@228, ffil phone DE@228, ffil phone DE@228];;;;;;
order phone case<task:start>;228.04;228.04;{'action': 'source phone case', 'priority': 1};;;;;;;;;;;;;;;;;;;;;;;;;{'action': 'source phone case', 'priority': 1};;;;
order phone case<task:complete>;228.04;231.39;;{'action': 'source phone case', 'priority': 0};;;;;;{'action': 'source phone case', 'priority': 1};;;;;;;;;;;;;;;;;{'action': 'source phone case', 'priority': 1};;;;;
order chip<task:start>;228.08;228.08;;;{'action': 'source chip'};;;;;;;;;;;;;;;;;;;;;;;;;{'action': 'source chip'};;
order chip<task:complete>;228.08;228.08;;;;{'action': 'source chip'};;;;;;{'action': 'source chip'};;;;;;;;;;;;;;;;;{'action': 'source chip'};;;
prod game;228.08;230.08;;;;;;;;;{'action': 'source chip'};;{'action': 'source game case'};;;;;ffil game NL;;;;;;;;;;;;;;
order game case<task:start>;228.08;228.08;;;;;{'action': 'source game case'};;;;;;;;;;;;;;;;;;;;;;;;;{'action': 'source game case'}
order game case<task:complete>;228.08;229.83;;;;;;{'action': 'source game case'};;;;;;{'action': 'source game case'};;;;;;;;;;;;;;;;;{'action': 'source game case'};
prod game;228.08;230.08;;;;;;;;;{'action': 'source chip'};;{'action': 'source game case'};;;;;ffil game NL;;;;;;;;;;;;;;
order chip<task:start>;228.08;228.08;;;{'action': 'source chip'};;;;;;;;;;;;;;;;;;;;;;;;;{'action': 'source chip'};;
order chip<task:complete>;228.08;230.31;;;;{'action': 'source chip'};;;;;;{'action': 'source chip'};;;;;;;;;;;;;;;;;{'action': 'source chip'};;;
_demand_generator;229.0;230.0;;;;;;;;;;;;;;;;;;;;;demand;demand;[ffil phone DE@228, ffil phone DE@228, ffil phone DE@228, ffil phone DE@228];[ffil phone DE@229, ffil phone DE@229, ffil phone DE@229, ffil phone DE@229];;;;;;
order game case<task:start>;229.83;229.83;;;;;{'action': 'source game case'};;;;;;;;;;;;;;;;;;;;;;;;;{'action': 'source game case'}
order game case<task:complete>;229.83;230.41;;;;;;{'action': 'source game case'};;;;;;{'action': 'source game case'};;;;;;;;;;;;;;;;;{'action': 'source game case'};
_demand_generator;230.0;231.0;;;;;;;;;;;;;;;;;;;;;demand;demand;[ffil phone DE@229, ffil phone DE@229, ffil phone DE@229, ffil phone DE@229];[ffil phone NL@230, ffil phone NL@230, ffil phone NL@230, ffil phone NL@230];;;;;;
ffill 1;230.0;230.0;;;;;;;;;;;;;ffil phone NL;;;;;;;;;;ffil phone NL;;;;;;;
prod game;230.31;232.31;;;;;;;;;{'action': 'source chip'};;{'action': 'source game case'};;;;;ffil game NL;;;;;;;;;;;;;;
order chip<task:start>;230.31;230.31;;;{'action': 'source chip'};;;;;;;;;;;;;;;;;;;;;;;;;{'action': 'source chip'};;
order chip<task:complete>;230.31;232.44;;;;{'action': 'source chip'};;;;;;{'action': 'source chip'};;;;;;;;;;;;;;;;;{'action': 'source chip'};;;
order game case<task:start>;230.41;230.41;;;;;{'action': 'source game case'};;;;;;;;;;;;;;;;;;;;;;;;;{'action': 'source game case'}
order game case<task:complete>;230.41;233.11;;;;;;{'action': 'source game case'};;;;;;{'action': 'source game case'};;;;;;;;;;;;;;;;;{'action': 'source game case'};
_demand_generator;231.0;232.0;;;;;;;;;;;;;;;;;;;;;demand;demand;[ffil phone NL@230, ffil phone NL@230, ffil phone NL@230];[ffil game NL@231, ffil game NL@231, ffil game NL@231, ffil game NL@231, ffil game NL@231, ffil game NL@231];;;;;;
ffill 2;231.0;231.0;;;;;;;;;;;;;;;ffil game NL;;;;;;;;ffil game NL;;;;;;;
ffill 2;231.0;231.0;;;;;;;;;;;;;;;ffil game NL;;;;;;;;ffil game NL;;;;;;;
ffill 2;231.0;231.0;;;;;;;;;;;;;;;ffil game NL;;;;;;;;ffil game NL;;;;;;;
order phone case<task:start>;231.39;231.39;{'action': 'source phone case', 'priority': 0};;;;;;;;;;;;;;;;;;;;;;;;;{'action': 'source phone case', 'priority': 0};;;;
order phone case<task:complete>;231.39;232.11;;{'action': 'source phone case', 'priority': 0};;;;;;{'action': 'source phone case', 'priority': 0};;;;;;;;;;;;;;;;;{'action': 'source phone case', 'priority': 0};;;;;
_demand_generator;232.0;233.0;;;;;;;;;;;;;;;;;;;;;demand;demand;[ffil game NL@231, ffil game NL@231, ffil game NL@231];[ffil phone DE@232, ffil phone DE@232, ffil phone DE@232];;;;;;
order phone case<task:start>;232.11;232.11;{'action': 'source phone case', 'priority': 0};;;;;;;;;;;;;;;;;;;;;;;;;{'action': 'source phone case', 'priority': 0};;;;
order phone case<task:complete>;232.11;232.25;;{'action': 'source phone case', 'priority': 0};;;;;;{'action': 'source phone case', 'priority': 0};;;;;;;;;;;;;;;;;{'action': 'source phone case', 'priority': 0};;;;;
order phone case<task:start>;232.25;232.25;{'action': 'source phone case', 'priority': 0};;;;;;;;;;;;;;;;;;;;;;;;;{'action': 'source phone case', 'priority': 0};;;;
order phone case<task:complete>;232.25;233.06;;{'action': 'source phone case', 'priority': 0};;;;;;{'action': 'source phone case', 'priority': 0};;;;;;;;;;;;;;;;;{'action': 'source phone case', 'priority': 0};;;;;
prod phone;232.44;234.44;;;;;;;{'action': 'source phone case', 'priority': 1};;{'action': 'source chip'};;;;;ffil phone NL;;;;;;;;;;;;;;;;
order chip<task:start>;232.44;232.44;;;{'action': 'source chip'};;;;;;;;;;;;;;;;;;;;;;;;;{'action': 'source chip'};;
